name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	nationality	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work
Youri Pieter Regeer	21	178	68	R	B	CM	["CM","SB"]	FC Twente	2027	Netherlands	75	71	73	81	79	76	76	76	78	78	79	74	76	71	70	68	66	65	71	68	74	78	76	73	50	72
Ricky van Wolfswinkel	35	185	68	R	B	CF	["CF","WF","SM"]	FC Twente	2025	Netherlands	80	53	79	75	75	66	79	67	76	74	78	77	72	74	78	78	75	68	74	81	85	78	79	74	50	76
Sam Adrianus Martinus Lammers	27	188	77	L	B	CF	["CF"]	FC Twente	2027	Netherlands	80	42	75	81	66	79	79	79	81	72	77	78	65	74	79	79	76	62	73	75	76	81	79	72	50	73
Daan Rots	23	180	71	L	B	WF	["WF","SM"]	FC Twente	2025	Netherlands	74	44	71	77	81	85	74	85	78	79	78	75	74	73	73	73	72	61	74	62	72	78	74	71	50	72
Sem Steijn	23	173	59	R	B	AM	["AM","CM"]	FC Twente	2025	Netherlands	84	43	80	89	67	76	81	76	79	72	80	82	72	77	83	85	80	75	72	73	74	81	81	85	50	81
Issam El Maach	24	188	96	R	B	GK	["GK"]	FC Twente	2027	Morocco	31	71	77	71	62	62	72	61	58	55	61	64	62	64	31	69	43	61	49	55	68	65	43	56	70	60
Alec Van Hoorenbeeck	26	187	77	L	B	CBT	["CBT","SB"]	FC Twente	2026	Belgium	64	68	76	72	69	66	73	67	68	66	66	65	67	65	61	68	61	61	62	76	75	70	70	74	50	66
Michel Vlap	27	191	81	R	B	CM	["CM","WF","SM","AM"]	FC Twente	2025	Netherlands	79	65	77	85	71	70	79	71	79	74	79	77	75	76	73	76	75	78	78	78	75	80	79	76	50	75
Younes Taha El Idrissi يونس طه الادريسي	22	175	67	L	B	WF	["WF","SM"]	FC Twente	2027	Morocco	72	44	71	73	72	84	72	84	75	74	70	71	66	68	71	74	70	72	76	70	66	74	72	65	50	69
Sam Luca Karssies	21	185	68	R	B	GK	["GK"]	FC Twente	2025	Netherlands	31	68	72	71	62	62	68	59	58	55	61	62	60	62	31	66	43	61	49	55	65	65	42	56	68	60
Przemysław Tytoń	38	195	88	R	B	GK	["GK"]	FC Twente	2025	Poland	31	72	80	71	62	62	72	63	58	55	61	66	63	66	36	74	43	61	49	55	72	65	50	68	72	62
Michal Sadílek	25	170	63	L	B	DM	["DM","CM"]	FC Twente	2025	Czechia	73	74	82	83	66	79	78	77	77	66	81	79	78	75	68	77	71	75	74	71	75	78	76	84	50	77
Juliën Mesbahi	18	183	73	R	B	CBT	["CBT"]	FC Twente	2026	Netherlands	47	67	67	71	66	66	69	62	65	63	61	62	58	51	61	68	56	61	62	64	66	65	49	66	50	62
Bart van Rooij	23	174	72	R	B	SB	["SB"]	FC Twente	2028	Netherlands	66	70	76	81	82	80	74	77	75	78	76	71	71	68	61	68	63	61	67	61	66	75	74	79	50	71
Harrie Kuster	19	183	68	R	B	CM	["CM","DM","AM"]	FC Twente	2026	Netherlands	66	57	70	71	67	71	64	68	66	64	72	71	65	64	65	72	60	61	62	68	71	68	64	69	50	67
Sayfallah Ltaief	24	178	77	R	B	WF	["WF","SM"]	FC Twente	2027	Tunisia	69	40	73	76	88	86	67	86	79	84	71	68	68	69	73	68	69	61	69	61	69	78	67	72	50	71
Anass Salah-Eddine	23	181	66	L	B	SB	["SB","CM"]	FC Twente	2027	Netherlands	73	68	72	79	83	79	73	79	78	80	78	72	72	65	61	68	64	61	68	63	74	77	73	76	50	73
Max Bruns	22	183	67	R	B	CBT	["CBT","DM"]	FC Twente	2026	Netherlands	67	71	72	77	68	67	76	69	68	67	75	70	67	60	61	68	60	61	62	75	74	67	75	77	50	70
Mats Rots	18	185	68	L	B	SB	["SB","CBT"]	FC Twente	2025	Netherlands	62	61	66	71	67	73	64	66	65	68	61	62	62	62	61	68	57	61	62	63	66	65	64	65	50	61
Gijs Besselink	20	180	68	R	B	DM	["DM","CM"]	FC Twente	2025	Netherlands	67	62	70	71	70	70	68	70	69	67	72	72	65	63	61	74	62	61	62	67	70	71	68	69	50	67
Vasilis Cornelius Barkas Βασίλειος Μπάρκας	30	195	91	L	B	GK	["GK"]	FC Utrecht	2025	Greece	31	78	82	71	62	62	79	65	58	55	61	67	64	67	33	77	43	61	49	55	75	65	52	74	78	72
Siebe Horemans	26	186	72	R	B	SB	["SB"]	FC Utrecht	2027	Belgium	65	70	79	81	79	79	77	77	71	74	69	66	73	67	61	68	61	61	62	66	80	70	72	81	50	70
Mike van der Hoorn	32	190	85	R	B	CBT	["CBT"]	FC Utrecht	2026	Netherlands	60	79	88	77	68	66	79	62	65	65	72	73	66	62	61	75	57	61	62	85	79	65	65	77	50	76
Kolbeinn Birgir Finnsson	25	181	77	L	B	SB	["SB"]	FC Utrecht	2027	Iceland	69	66	74	78	80	78	72	75	71	74	70	69	70	70	61	70	64	66	67	66	76	72	72	75	50	69
Oscar Luigi Fraulo	21	180	77	R	B	DM	["DM","CM"]	FC Utrecht	2025	Denmark	68	65	72	85	72	78	73	77	74	72	76	72	70	65	68	70	65	71	65	61	69	74	73	80	50	72
Victor Christoffer Jensen	24	175	68	R	B	AM	["AM","CM"]	FC Utrecht	2026	Denmark	74	61	74	91	75	77	73	77	77	75	75	71	69	66	70	69	69	68	68	61	67	78	73	77	50	71
Can Bozdoğan	23	175	72	L	B	CM	["CM","DM"]	FC Utrecht	2026	Germany	68	64	76	83	66	78	75	81	78	68	76	79	72	76	70	82	70	77	76	61	66	77	72	79	50	71
David Min	25	194	78	R	B	CF	["CF"]	FC Utrecht	2028	Netherlands	71	34	81	79	83	80	68	71	66	72	70	70	59	65	76	73	67	61	62	76	90	72	68	68	50	67
Taylor Anthony Booth	23	173	66	R	B	WF	["WF","SM"]	FC Utrecht	2026	United States	71	58	74	80	81	80	72	82	76	78	74	72	73	72	71	72	70	69	76	61	66	76	72	72	50	69
Noah Chidiebere Junior Anyanwu Ohio	22	185	76	L	B	CF	["CF"]	FC Utrecht	2027	Netherlands	69	32	82	71	90	91	70	85	72	81	69	69	58	61	72	72	67	61	62	66	87	71	70	63	50	63
Zidane Iqbal	21	181	65	R	B	CM	["CM","DM","AM"]	FC Utrecht	2027	Iraq	71	57	75	71	73	73	72	79	74	73	71	68	68	65	67	68	65	61	68	61	66	73	72	67	50	70
Adrian Blake	19	173	69	L	B	WF	["WF","SM"]	FC Utrecht	2027	England	67	34	76	71	82	83	68	75	73	77	64	65	61	65	66	69	62	61	62	61	66	72	68	63	50	65
Souffian El Karouani	24	178	74	L	B	SB	["SB"]	FC Utrecht	2026	Morocco	69	69	71	81	71	79	76	77	78	74	76	70	76	71	61	68	64	61	79	65	74	78	76	78	50	71
Jens Toornstra	35	178	74	R	B	AM	["AM","SM","WF"]	FC Utrecht	2025	Netherlands	79	72	76	83	66	66	78	67	75	67	79	79	79	79	76	79	78	78	77	71	66	76	78	80	50	79
Anthony Kevin Descotte	21	179	75	R	B	CF	["CF"]	FC Utrecht	2025	Belgium	68	36	75	71	80	82	70	80	76	78	68	67	59	62	72	68	66	61	62	61	71	76	70	63	50	65
Yoann Cathline	22	176	68	R	B	WF	["WF","SM"]	FC Utrecht	2025	France	70	49	73	75	86	79	71	79	78	82	71	71	67	69	69	73	68	61	70	61	66	78	71	68	50	67
Paxten Reid Aaronson	21	175	63	R	B	AM	["AM","CM","SM"]	FC Utrecht	2025	United States	73	61	74	73	74	83	71	83	77	74	78	74	70	67	71	70	68	61	64	61	66	78	71	68	50	71
Miguel Rodríguez Vidal	21	179	73	L	B	WF	["WF","SM"]	FC Utrecht	2025	Spain	72	46	67	71	82	81	68	78	74	78	75	70	72	68	68	68	62	61	62	61	66	73	68	65	50	70
Niclas Vesterlund	25	185	80	R	B	SB	["SB"]	FC Utrecht	2027	Denmark	63	63	78	81	75	77	69	75	69	70	69	66	66	65	63	68	61	61	62	66	78	71	66	76	50	66
Nick Viergever	35	183	77	L	B	CBT	["CBT","SB"]	FC Utrecht	2025	Netherlands	68	74	79	75	78	71	78	70	72	74	76	71	71	67	66	68	62	61	62	74	79	73	78	76	50	71
Michael Brouwer	32	189	81	R	B	GK	["GK"]	FC Utrecht	2026	Netherlands	31	74	75	71	62	62	73	65	58	55	61	64	62	64	39	70	43	61	49	55	73	65	46	64	76	62
Alonzo Tim Engwanda-Ongena	21	169	59	R	B	DM	["DM","CM"]	FC Utrecht	2028	Belgium	65	66	79	74	77	83	74	86	73	74	74	69	66	58	61	68	65	61	62	62	66	73	72	68	50	66
Tom Gerard de Graaff	20	193	78	L	B	GK	["GK"]	FC Utrecht	2027	Netherlands	31	69	74	71	62	62	68	60	58	55	61	65	63	65	33	72	43	61	49	55	66	65	45	60	69	62
Kevin Gadellaa	21	206	87	R	B	GK	["GK"]	FC Utrecht	2027	Netherlands	31	68	80	71	62	62	69	60	58	55	61	61	60	61	31	66	43	61	49	55	66	65	42	55	68	61
Matisse Didden	23	198	91	R	B	CBT	["CBT"]	FC Utrecht	2028	Belgium	53	71	90	74	66	66	71	62	68	63	72	68	63	59	61	68	61	61	62	74	79	71	57	72	50	71
Rickson van Hees	22	175	72	R	B	SB	["SB"]	FC Utrecht	2025	United States	64	59	71	71	70	73	68	73	65	66	63	62	61	63	61	68	59	61	62	61	66	66	68	71	50	65
Joshua Ebitonmo Mukeh	21	185	72	L	B	CBT	["CBT"]	FC Utrecht	2027	Netherlands	49	67	74	71	72	69	68	63	65	67	63	63	58	57	61	68	57	61	62	68	74	65	51	66	50	64
Silas Andersen	20	190	76	R	B	DM	["DM","CM"]	FC Utrecht	2026	Denmark	63	57	67	71	70	68	68	64	68	67	71	67	64	59	61	68	60	61	62	63	67	68	68	69	50	67
Andreas Frederik Dithmer	19	198	82	R	B	GK	["GK"]	FC Utrecht	2026	Denmark	31	68	75	71	62	62	66	59	58	55	61	62	60	62	35	66	43	61	49	55	65	65	43	61	68	60
Ole ter Haar Romeny	24	185	81	R	B	WF	["WF","SM","AM"]	FC Utrecht	2026	Netherlands	73	38	79	83	72	73	73	71	74	73	70	74	65	72	76	81	69	61	66	66	68	74	73	70	50	68
Justin Bijlow	27	188	76	R	B	GK	["GK"]	Feyenoord	2026	Netherlands	31	81	80	71	62	62	81	71	58	55	62	68	67	68	34	79	43	62	49	56	77	66	51	72	81	71
Bart Nieuwkoop	28	180	73	R	B	SB	["SB","SM","WB"]	Feyenoord	2027	Netherlands	80	72	76	85	74	74	81	72	77	74	79	76	80	77	72	74	67	61	71	77	82	78	81	84	50	80
Thomas Beelen	23	190	78	R	B	CBT	["CBT","DM"]	Feyenoord	2028	Netherlands	66	76	80	78	78	79	77	72	74	75	76	70	71	65	61	68	63	61	62	77	87	75	75	76	50	69
In-beom Hwang 황인범	28	178	68	R	B	CM	["CM","AM"]	Feyenoord	2028	Korea Republic	78	62	76	86	68	70	81	78	80	74	83	82	77	76	73	81	75	79	78	66	68	80	81	76	50	74
Gijs Smal	27	183	73	L	B	SB	["SB"]	Feyenoord	2028	Netherlands	75	72	79	79	71	79	77	69	78	74	80	76	82	79	66	73	69	75	80	68	73	78	77	74	50	73
Ramiz Larbi Zerrouki	26	183	76	R	B	DM	["DM","CM"]	Feyenoord	2027	Algeria	73	71	82	85	66	74	76	75	78	69	81	80	74	72	67	79	73	73	69	63	75	78	74	84	50	77
Quinten Ryan Crispito Timber	23	179	71	R	B	CM	["CM","AM","DM"]	Feyenoord	2026	Netherlands	81	76	85	81	74	88	83	85	82	78	83	85	77	79	78	87	79	67	75	72	88	83	83	83	50	82
Ayase Ueda 上田 綺世	26	182	76	R	B	CF	["CF"]	Feyenoord	2028	Japan	81	33	74	79	76	81	80	80	73	73	71	73	58	66	81	77	74	71	68	81	94	75	80	73	50	73
Calvin Stengs	26	187	70	L	B	AM	["AM","WF","SM","CM"]	Feyenoord	2027	Netherlands	80	57	70	85	74	77	81	79	82	79	84	81	80	79	73	79	77	73	79	62	67	81	81	76	50	78
Quilindschy Hartman	23	183	72	L	B	SB	["SB"]	Feyenoord	2026	Netherlands	79	75	78	80	82	84	82	80	79	79	81	74	82	72	68	68	66	74	79	61	76	80	82	83	50	81
Igor Guilherme Barbosa da Paixão	24	168	63	R	B	WF	["WF","SM","AM"]	Feyenoord	2027	Brazil	80	36	79	79	86	88	81	87	82	84	77	74	77	75	79	73	77	73	72	78	91	82	81	71	50	74
Facundo González Molino	21	193	83	L	B	CBT	["CBT"]	Feyenoord	2025	Uruguay	48	73	78	71	66	66	72	62	65	60	73	68	63	54	61	68	61	61	62	73	75	70	49	66	50	60
Hugo Bueno López	22	180	73	L	B	SB	["SB"]	Feyenoord	2025	Spain	74	69	72	78	79	79	76	79	81	80	75	70	77	71	63	68	65	74	79	61	69	81	76	74	50	73
Luka Ivanušec	26	175	76	R	B	WF	["WF","SM","AM"]	Feyenoord	2028	Croatia	79	63	83	83	66	83	81	84	85	73	78	78	76	76	76	79	79	76	74	63	76	83	81	80	50	78
Gernot Trauner	32	183	82	R	B	CBT	["CBT"]	Feyenoord	2026	Austria	64	84	87	76	66	66	79	66	74	68	79	75	73	69	63	73	67	62	64	84	86	76	68	79	50	82
Julián Simón Carranza	24	182	75	R	B	CF	["CF"]	Feyenoord	2028	Argentina	80	48	77	81	75	74	80	74	77	74	74	75	65	70	80	77	72	61	67	74	79	79	80	82	50	76
Jeyland Yahir Mitchell Baltodano	20	188	82	R	B	CBT	["CBT"]	Feyenoord	2029	Costa Rica	48	70	85	71	83	79	70	77	65	72	61	62	58	52	61	68	53	61	62	76	89	65	51	76	50	73
Plamen Andreev Пламен Пламенов Андреев	20	190	70	R	B	GK	["GK"]	Feyenoord	2029	Bulgaria	31	74	76	71	62	62	78	63	58	55	61	64	62	64	33	69	43	61	49	55	71	65	46	56	73	64
Timon Janis Wellenreuther	29	188	80	R	B	GK	["GK"]	Feyenoord	2027	Germany	31	80	81	71	62	62	80	67	58	57	61	66	63	66	32	74	43	61	49	55	79	65	55	71	80	67
Anis Hadj Moussa أنيس حاج موسى	22	172	68	L	B	WF	["WF","SM","AM"]	Feyenoord	2029	Algeria	69	38	74	73	78	79	73	84	81	80	71	67	66	65	62	68	64	70	71	61	66	78	73	65	50	65
Gjivai Zechiël	20	183	70	R	B	CM	["CM","DM"]	Feyenoord	2028	Netherlands	69	65	66	71	79	79	73	79	76	77	73	69	66	60	61	68	63	63	67	68	68	75	71	69	50	70
Givairo Read	18	175	70	R	B	SB	["SB"]	Feyenoord	2028	Netherlands	65	64	73	75	85	83	68	77	70	77	68	66	66	65	61	68	62	61	62	61	71	68	67	73	50	66
Antoni-Djibu Milambo	19	179	68	R	B	CM	["CM","AM"]	Feyenoord	2027	Netherlands	72	56	68	76	72	74	74	78	77	74	77	74	70	67	71	72	68	65	66	64	68	76	74	67	50	70
Santiago Tomás Giménez	23	183	68	L	B	CF	["CF"]	Feyenoord	2027	Mexico	84	55	79	75	83	80	79	79	81	82	79	82	74	77	85	85	78	63	76	83	84	81	79	78	50	83
Jordan Mvula Lotomba	26	177	67	R	B	SB	["SB","SM","WB"]	Feyenoord	2027	Switzerland	71	73	74	81	81	81	78	79	77	78	77	71	71	69	61	68	64	61	67	68	77	78	78	75	50	68
Dávid Hancko	27	188	82	L	B	CBT	["CBT","SB"]	Feyenoord	2028	Slovakia	80	80	85	83	81	80	86	79	81	79	83	80	78	75	72	79	70	78	66	85	86	82	86	82	50	78
Chris-Kévin Nadje	23	190	80	R	B	CM	["CM","AM"]	Feyenoord	2028	Côte d'Ivoire	68	60	80	72	84	80	68	76	70	75	74	71	66	62	61	68	61	61	62	66	83	71	68	73	50	71
Osman Ibrahim Abrahim	20	177	67	R	B	WF	["WF","SM"]	Feyenoord	2025	Ghana	66	35	72	71	89	85	66	82	78	84	68	68	65	65	67	71	68	61	65	61	69	78	66	66	50	66
Mannou Berger	20	181	72	R	B	GK	["GK"]	Feyenoord	2025	Netherlands	31	68	74	71	62	62	71	60	58	55	61	61	60	61	37	66	43	61	49	55	66	65	39	56	68	56
Jan Plug	19	188	78	L	B	SB	["SB","CBT","CM","DM"]	Feyenoord	2026	Netherlands	63	61	71	73	78	75	68	68	65	70	63	65	60	64	61	71	59	71	62	65	74	65	68	71	50	62
Zépiqueno Redmond	18	180	73	R	B	CF	["CF","WF","SM"]	Feyenoord	2025	Netherlands	70	31	69	71	82	76	68	71	73	77	66	65	58	60	69	68	67	61	62	61	66	72	68	63	50	64
Aymen Sliti	18	175	62	L	B	WF	["WF","SM"]	Feyenoord	2026	Netherlands	63	37	74	71	78	79	63	76	71	73	61	62	62	63	65	68	61	61	64	61	66	71	63	63	50	63
Ismail Ka	18	185	75	R	B	GK	["GK"]	Feyenoord	2027	Netherlands	31	68	69	71	62	62	68	59	58	55	61	61	59	61	31	66	43	61	49	55	65	65	38	56	68	59
Luuk Koopmans	31	190	83	R	B	GK	["GK"]	Fortuna Sittard	2027	Netherlands	31	72	76	71	62	62	72	62	58	55	61	64	62	64	34	68	43	61	49	55	69	65	46	58	72	62
Shawn Adewoye	24	181	81	R	B	CBT	["CBT"]	Fortuna Sittard	2026	Belgium	51	75	80	71	70	73	73	68	65	66	73	69	58	51	61	68	57	61	62	74	81	65	54	73	50	74
Darijo Grujčić	25	188	85	L	B	CBT	["CBT"]	Fortuna Sittard	2026	Austria	49	72	81	75	67	72	70	71	65	64	63	63	60	49	61	68	56	61	62	74	81	65	52	74	50	69
Syb van Ottele	22	185	78	R	B	CBT	["CBT","DM"]	Fortuna Sittard	2027	Netherlands	65	69	79	72	69	68	73	67	65	65	67	77	61	70	61	90	59	61	62	68	76	65	72	67	50	60
Kristoffer Paul Peterson	30	185	72	R	B	WF	["WF","SM","AM"]	Fortuna Sittard	2026	Sweden	72	39	73	74	74	82	71	83	74	74	71	73	69	73	73	77	72	69	76	68	78	75	71	68	50	68
Jasper Dahlhaus	23	176	73	L	B	SM	["SM","SB","WB"]	Fortuna Sittard	2026	Netherlands	64	58	71	72	78	76	69	72	74	74	69	69	65	70	68	72	63	61	62	61	66	75	69	65	50	64
Kaj Sierhuis	26	180	83	R	B	CF	["CF"]	Fortuna Sittard	2026	Netherlands	76	40	86	75	82	66	75	62	75	77	71	73	59	65	76	76	74	71	66	76	78	76	75	72	50	71
Alen Halilović	28	170	68	L	B	AM	["AM","CM"]	Fortuna Sittard	2026	Croatia	69	54	75	71	66	70	73	75	81	70	77	71	76	67	68	68	77	76	85	61	66	83	73	63	50	70
Makan Aïko	24	180	70	R	B	CF	["CF","SM","WF"]	Fortuna Sittard	2026	France	71	37	71	71	79	78	70	75	72	74	69	66	65	64	70	68	63	61	62	67	79	72	70	63	50	66
Ivo Daniel Ferreira Mendonça Pinto	35	183	73	R	B	SB	["SB"]	Fortuna Sittard	2026	Portugal	67	68	75	82	83	79	75	77	72	76	72	68	74	72	61	68	62	65	71	68	79	73	75	78	50	68
Rodrigo Guth	24	191	80	R	B	CBT	["CBT"]	Fortuna Sittard	2027	Brazil	52	78	80	78	75	69	77	67	65	68	73	68	63	56	61	68	59	61	62	74	79	65	58	74	50	73
Onur Hüseyin Demir	22	180	70	R	B	CF	["CF","SM","WF"]	Fortuna Sittard	2026	Türkiye	66	40	66	71	66	66	65	62	67	64	63	63	59	57	68	68	64	61	62	69	66	67	65	68	50	66
Edouard Oscar Michut	21	178	68	R	B	DM	["DM","CM"]	Fortuna Sittard	2027	France	70	69	74	74	67	70	73	75	77	72	78	74	71	68	64	70	68	61	67	64	66	77	73	74	50	73
Daan Bisschops	19	192	81	R	B	CBT	["CBT"]	Fortuna Sittard	2026	Netherlands	48	66	70	71	66	66	66	62	65	63	61	62	58	51	61	68	56	61	62	70	71	65	51	64	50	62
Samuel Christopher Bastien	28	175	75	R	B	CM	["CM","SM"]	Fortuna Sittard	2025	Congo DR	73	67	75	83	74	79	76	78	78	75	78	77	75	75	69	77	75	70	77	63	73	78	76	78	50	72
Alessio da Cruz	28	186	74	R	B	CF	["CF","AM","SS"]	Fortuna Sittard	2025	Cabo Verde	74	48	71	71	73	77	72	77	77	74	71	72	67	71	74	76	69	62	72	64	73	76	72	70	50	71
Sjors-Lowis Hermsen	17	174	70	R	B	AM	["AM","CF","SS"]	Fortuna Sittard	2025	Netherlands	64	46	72	71	75	77	68	76	69	71	71	67	63	57	61	68	62	61	67	61	66	70	68	64	50	64
Josip Mitrović	24	174	70	R	B	AM	["AM","CM"]	Fortuna Sittard	2027	Croatia	69	38	72	75	79	78	71	73	75	76	73	71	68	66	68	70	65	61	62	61	66	76	71	66	50	67
Mattijs Branderhorst	31	192	87	R	B	GK	["GK"]	Fortuna Sittard	2025	Netherlands	31	76	79	71	62	62	76	64	58	55	61	65	63	65	36	71	43	61	49	55	72	65	46	70	75	65
Loreintz Rosier	26	191	82	R	B	DM	["DM","CM"]	Fortuna Sittard	2025	France	75	69	84	82	68	66	75	62	75	71	76	73	70	68	66	71	65	61	62	75	80	75	75	78	50	74
Ezequiel Eduardo Bullaude	24	184	80	R	B	AM	["AM","CM"]	Fortuna Sittard	2025	Argentina	74	40	77	77	85	75	72	75	80	82	76	76	66	70	76	78	73	61	71	68	71	80	72	67	50	70
Mitchell Dijks	31	194	92	L	B	SB	["SB"]	Fortuna Sittard	2026	Netherlands	71	70	92	78	79	66	75	62	73	74	75	70	75	71	61	68	62	61	69	66	71	74	75	79	50	71
Tristan Schenkhuizen	20	178	75	L	B	DM	["DM","CM"]	Fortuna Sittard	2025	Netherlands	63	59	67	71	71	70	67	67	67	68	71	67	63	57	61	68	60	61	62	63	66	67	67	67	50	63
Hasip Korkmazyürek	21	179	70	R	B	CM	["CM","DM"]	Fortuna Sittard	2025	Türkiye	63	59	69	71	66	67	66	66	69	65	72	68	65	58	61	68	61	61	62	65	66	70	66	67	50	66
Niels Martens	20	201	83	R	B	GK	["GK"]	Fortuna Sittard	2025	Netherlands	31	68	78	71	62	62	67	58	58	55	61	62	61	62	30	66	43	61	49	55	64	65	41	58	68	58
Ante Erceg	35	180	75	R	B	CF	["CF"]	Fortuna Sittard	2026	Croatia	72	40	72	74	75	73	71	72	73	72	70	69	62	59	73	70	67	61	62	71	75	75	71	76	50	71
Ramazan Bayram	20	190	80	R	B	GK	["GK"]	Fortuna Sittard	2025	Belgium	31	68	74	71	62	62	69	60	58	55	61	62	61	62	30	66	43	61	49	55	66	65	41	59	68	60
Luka Tunjić	19	183	75	R	B	AM	["AM","SM","WF"]	Fortuna Sittard	2026	Bosnia and Herzegovina	65	40	67	71	74	72	68	68	71	71	72	68	64	59	64	68	62	61	63	61	66	72	68	63	50	65
Donfack Ryan Gloire Fosso Ymefack	22	183	75	R	B	CM	["CM","DM"]	Fortuna Sittard	2026	Switzerland	68	61	77	79	74	68	71	67	75	73	76	71	66	57	61	68	64	61	62	61	69	77	71	72	50	69
Úmaro Embaló	23	170	62	L	B	WF	["WF","SM"]	Fortuna Sittard	2026	Portugal	69	42	78	71	86	87	70	85	77	82	70	71	73	74	68	75	68	66	72	61	71	76	70	68	50	69
Luca Bastian Plogmann	24	188	78	L	B	GK	["GK"]	Go Ahead Eagles	2026	Germany	31	72	76	71	62	62	74	63	58	55	61	64	62	64	33	68	43	61	49	55	70	65	46	63	73	59
Mats Deijl	27	181	71	R	B	SB	["SB"]	Go Ahead Eagles	2027	Netherlands	64	71	71	82	76	72	71	70	70	72	68	68	67	68	61	71	62	70	65	63	69	69	71	78	50	66
Gerrit Nauber	32	185	78	R	B	CBT	["CBT"]	Go Ahead Eagles	2025	Germany	49	74	80	71	66	66	74	65	65	60	68	66	60	53	61	68	57	61	62	75	81	65	50	73	50	71
Joris Kramer	28	187	76	L	B	CBT	["CBT"]	Go Ahead Eagles	2027	Netherlands	51	77	79	73	77	66	78	65	65	69	68	65	61	51	61	68	60	61	62	74	82	68	54	76	50	72
Dean Ruben James	24	177	71	L	B	SB	["SB"]	Go Ahead Eagles	2026	Netherlands	63	65	71	73	81	79	69	79	65	72	67	65	63	60	61	68	59	61	62	65	73	65	68	69	50	62
Calvin Twigt	21	183	73	R	B	CM	["CM","DM"]	Go Ahead Eagles	2028	Netherlands	71	65	71	83	77	66	74	65	73	74	74	74	74	75	64	76	66	76	75	63	66	75	74	78	50	71
Jakob Breum Martinsen	21	178	68	R	B	WF	["WF","SM","AM"]	Go Ahead Eagles	2027	Denmark	70	47	68	92	66	81	69	81	75	70	71	74	67	72	68	79	66	70	71	61	66	75	69	75	50	68
Henricus Gerardus Hubertus Maria "Evert" Linthorst	24	185	82	R	B	DM	["DM","CM"]	Go Ahead Eagles	2025	Netherlands	73	64	79	83	66	72	73	72	73	66	73	72	66	63	68	72	65	61	63	70	79	75	73	79	50	73
Milan Smit	21	191	73	R	B	CF	["CF","SM","WF"]	Go Ahead Eagles	2028	Netherlands	73	33	71	72	75	73	71	72	72	73	67	67	60	64	75	70	65	61	63	72	75	73	71	65	50	67
Søren Tengstedt	24	188	68	L	B	AM	["AM","SM","CF","SS","WF"]	Go Ahead Eagles	2027	Denmark	71	31	77	71	66	80	71	76	75	66	71	72	68	70	73	74	67	67	62	68	80	76	71	65	50	67
Bobby Adekanye	25	175	66	L	B	WF	["WF","SM"]	Go Ahead Eagles	2025	Netherlands	71	38	76	71	79	82	70	79	77	79	73	71	68	71	70	71	68	64	62	61	68	75	70	64	50	67
Robbin Weijenberg	20	180	70	R	B	AM	["AM","CM"]	Go Ahead Eagles	2025	Netherlands	62	53	69	71	71	70	64	69	68	68	71	68	65	58	61	68	61	61	65	63	67	69	64	63	50	66
Victor Edvardsen	29	185	73	R	B	CF	["CF"]	Go Ahead Eagles	2026	Sweden	76	34	85	78	85	79	71	76	75	79	72	73	69	72	74	76	72	66	75	66	77	74	71	80	50	76
Mathis Suray	23	173	65	R	B	AM	["AM","CF","SS"]	Go Ahead Eagles	2027	Belgium	72	48	69	77	74	71	69	70	73	72	76	71	72	68	75	68	63	61	64	69	68	73	69	71	50	70
Oliver Antman	23	185	75	R	B	WF	["WF","SM","CF","AM","SS"]	Go Ahead Eagles	2027	Finland	74	44	72	74	79	81	72	80	77	77	75	73	68	66	73	72	69	61	62	61	71	78	72	68	50	71
Enric Llansana Beuse	23	183	63	R	B	DM	["DM","CM"]	Go Ahead Eagles	2026	Netherlands	64	65	68	85	74	66	72	68	72	72	73	73	68	67	61	74	62	61	62	72	67	73	68	81	50	71
Jari De Busser	25	190	81	R	B	GK	["GK"]	Go Ahead Eagles	2027	Belgium	31	73	76	71	62	62	72	63	58	55	61	62	61	62	31	66	43	61	49	55	70	65	34	47	72	55
Oliver Valaker Edvardsen	25	175	63	R	B	WF	["WF","SM"]	Go Ahead Eagles	2025	Norway	74	58	84	83	86	91	71	91	74	80	68	67	67	68	73	69	67	61	67	71	91	73	71	82	50	74
Luca Everink	23	179	76	R	B	SB	["SB"]	Go Ahead Eagles	2026	Netherlands	62	62	76	71	76	77	68	68	67	72	65	64	60	58	61	68	59	61	62	64	76	65	65	69	50	62
Jamal Amofa	26	185	82	R	B	CBT	["CBT"]	Go Ahead Eagles	2027	Netherlands	57	72	84	71	82	74	72	74	72	77	66	65	60	57	61	68	61	61	62	69	74	70	61	71	50	70
Julius Dirksen	21	185	75	L	B	SB	["SB","CBT"]	Go Ahead Eagles	2027	Netherlands	63	65	68	71	76	72	68	67	67	70	69	66	64	59	61	68	60	61	62	69	73	68	66	66	50	58
Finn Stokkers	28	180	81	R	B	CF	["CF"]	Go Ahead Eagles	2026	Netherlands	71	41	80	78	66	72	70	74	72	67	64	67	58	57	73	73	68	61	62	72	87	73	70	68	50	63
