name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work	overall
Yannick Ferreira Carrasco	31	181	73	R	B	WF	["WF","SM"]	Al Shabab	2026	84	61	71	81	90	89	84	88	88	90	84	85	83	85	85	86	84	84	88	67	78	87	84	77	50	81	83
Andreas Bødtker Christensen	28	187	82	R	B	CBT	["CBT","DM"]	FC Barcelona	2026	71	84	81	79	79	66	88	66	79	76	86	76	73	60	63	68	66	63	62	84	83	83	87	80	50	73	83
Stefan de Vrij	32	189	78	R	B	CBT	["CBT"]	Inter	2025	57	88	81	75	67	68	89	67	77	69	81	74	70	63	63	70	67	63	62	83	85	80	63	79	50	85	83
Ángel Fabián Di María Hernández	36	180	69	L	B	WF	["WF","SM","AM"]	Benfica	2025	83	52	72	76	78	81	82	85	91	84	88	86	85	84	81	85	87	90	93	65	74	91	82	77	50	84	83
Moussa Diaby	25	170	67	L	B	WF	["WF","SM","CF"]	Al Ittihad	2029	84	50	80	85	96	96	84	94	88	92	81	79	80	79	84	78	78	67	76	63	66	86	84	78	50	79	83
Youssef En-Nesyri يوسف النصيري	27	188	78	L	B	CF	["CF"]	Fenerbahçe	2029	87	38	82	86	86	83	85	77	84	84	82	83	66	72	88	85	82	67	68	91	94	85	85	84	50	79	83
Rafael Alexandre Fernandes Ferreira da Silva	31	172	66	R	B	AM	["AM","CF","SS"]	Beşiktaş	2027	86	56	78	87	94	95	87	93	88	91	82	80	82	81	83	80	80	67	84	63	68	88	87	74	50	78	83
Cody Mathès Gakpo	25	189	76	R	B	WF	["WF","SM","CF"]	Liverpool	2028	85	53	81	81	85	87	85	83	88	86	83	86	82	88	86	90	84	81	81	85	92	88	85	77	50	81	83
José María Giménez de Vargas	29	185	77	R	B	CBT	["CBT"]	Atlético Madrid	2025	55	89	87	78	77	74	87	71	72	69	81	78	69	66	63	77	63	63	62	85	90	77	59	83	50	85	83
Olivier Jonathan Giroud	38	193	91	L	B	CF	["CF"]	Los Angeles FC	2025	90	45	94	72	66	66	88	64	84	67	86	88	73	79	89	90	84	73	77	90	86	88	88	76	50	85	83
Leon Christoph Goretzka	29	189	82	R	B	CM	["CM","DM"]	FC Bayern München	2026	85	77	89	82	73	77	87	77	85	79	86	85	83	82	83	85	80	77	79	88	87	84	87	84	50	84	83
Joško Gvardiol	22	185	80	L	B	SB	["SB","CBT"]	Manchester City	2028	80	83	85	83	82	83	88	78	84	82	85	84	80	80	76	84	76	69	78	84	91	85	88	86	50	81	83
Kai Lukas Havertz	25	193	82	L	B	CF	["CF","CM"]	Arsenal	2028	88	52	79	88	82	78	87	78	88	84	87	84	82	80	86	82	84	65	86	86	88	88	87	77	50	80	83
Lucas François Bernard Hernández Pi	28	184	79	L	B	CBT	["CBT","SB"]	Paris Saint Germain	2028	79	84	81	74	81	74	88	74	78	76	83	74	78	74	65	68	65	63	65	85	87	82	88	83	50	81	83
Mauro Emanuel Icardi Rivero	31	181	79	R	B	CF	["CF"]	Galatasaray	2026	88	47	82	78	74	71	87	72	82	75	83	85	70	73	88	87	81	64	79	91	89	85	87	76	50	82	83
Min-jae Kim 김민재 金敏在	28	190	81	R	B	CBT	["CBT"]	FC Bayern München	2028	64	88	88	81	81	78	88	74	72	72	81	72	66	53	63	68	62	63	62	85	86	76	70	84	50	81	83
Ibrahima Konaté	25	194	95	R	B	CBT	["CBT"]	Liverpool	2026	59	87	91	80	85	74	86	68	77	78	81	73	68	54	63	68	64	63	62	87	85	80	66	83	50	85	83
Teun Koopmeiners	26	183	77	L	B	CM	["CM","AM"]	Juventus	2029	85	76	79	89	72	69	87	70	84	76	88	86	85	83	81	85	82	82	78	79	80	87	87	84	50	83	83
Mateo Kovačić	30	177	80	R	B	CM	["CM","DM"]	Manchester City	2027	83	75	79	81	69	79	87	83	89	79	90	86	83	79	68	81	83	77	81	63	68	90	87	81	50	83	83
Konrad Laimer	27	180	72	R	B	DM	["DM","CM","SB"]	FC Bayern München	2027	82	83	78	85	82	85	89	82	82	80	85	81	83	79	76	78	73	63	74	75	83	83	87	88	50	84	83
Aymeric Jean Louis Gerard Alphonse Laporte	30	189	85	L	B	CBT	["CBT"]	Al Nassr	2026	67	87	85	76	66	66	88	65	79	67	88	80	77	68	63	73	66	76	67	88	85	85	73	77	50	83	83
Robin Le Normand	28	187	80	R	B	CBT	["CBT"]	Atlético Madrid	2029	56	87	88	77	74	73	86	67	73	68	85	75	69	53	63	68	64	63	62	88	90	80	59	79	50	80	83
Marcos Llorente Moreno	29	184	74	R	B	SM	["SM","SB","CM","WB"]	Atlético Madrid	2027	84	80	80	92	92	89	86	87	84	88	85	85	83	83	84	86	79	72	81	75	86	84	85	88	50	84	83
Manuel Locatelli	26	185	75	R	B	DM	["DM","CM"]	Juventus	2028	78	80	79	91	72	67	84	68	85	77	88	85	83	79	71	82	81	73	77	76	78	86	84	87	50	81	83
Donyell Malen	25	176	68	R	B	WF	["WF","SM","CF"]	Borussia Dortmund	2026	86	40	82	82	88	94	85	91	88	88	83	85	76	83	87	88	82	71	79	75	86	88	85	78	50	80	83
Gabriel Teodoro Martinelli Silva	23	178	75	R	B	WF	["WF","SM"]	Arsenal	2027	85	51	76	85	90	92	85	90	88	89	83	81	78	80	85	80	81	76	78	78	85	87	85	85	50	84	83
Henrikh Mkhitaryan	35	177	75	R	B	CM	["CM","AM"]	Inter	2026	86	73	81	88	80	83	86	85	87	82	88	85	84	83	83	84	83	76	85	76	82	88	86	85	50	86	83
Álvaro Borja Morata Martín	32	190	84	R	B	CF	["CF"]	Milan	2028	88	39	84	83	85	84	87	81	85	84	82	83	75	81	85	85	83	64	81	89	95	86	87	80	50	82	83
Gerard Moreno Balagueró	32	180	77	L	B	CF	["CF","WF","SM","AM","SS"]	Villarreal	2027	86	50	77	82	80	80	85	80	86	83	83	83	81	82	90	85	84	71	80	85	89	85	85	76	50	80	83
André Onana	28	190	93	R	B	GK	["GK"]	Manchester United	2028	31	85	85	72	66	68	88	78	59	60	68	74	72	74	36	89	45	63	49	56	84	66	55	80	84	78	83
Vilmos Tamás Orbán	32	186	87	R	B	CBT	["CBT"]	RB Leipzig	2027	62	88	87	72	70	66	86	62	67	66	80	72	67	55	63	68	60	63	62	88	91	69	68	78	50	82	83
Pablo Martín Páez Gavira	20	173	70	R	B	CM	["CM","WF","SM"]	FC Barcelona	2026	86	68	79	87	79	80	88	84	88	83	87	76	81	68	78	68	73	63	78	63	68	88	88	87	50	86	83
Daniel Parejo Muñoz	35	182	74	R	B	CM	["CM","DM"]	Villarreal	2026	81	76	76	78	66	66	83	66	85	69	90	87	89	85	83	83	83	91	90	72	72	88	81	76	50	82	83
Lorenzo Pellegrini	28	186	77	R	B	AM	["AM","CM"]	Roma	2026	85	75	81	89	82	82	86	82	86	82	88	85	83	80	83	82	82	83	78	80	85	88	86	84	50	84	83
Pedro António Pereira Gonçalves	26	173	78	R	B	WF	["WF","SM","AM","CM"]	Sporting CP	2027	87	66	78	87	79	83	87	85	87	83	88	84	85	83	87	81	85	85	85	69	76	87	87	80	50	83	83
Jordan Lee Pickford	30	185	77	L	B	GK	["GK"]	Everton	2027	31	85	82	72	62	63	88	74	59	55	69	75	73	74	41	90	45	63	49	56	82	66	55	78	84	77	83
Nicholas David Pope	32	199	90	R	B	GK	["GK"]	Newcastle United	2026	31	85	87	72	62	62	88	69	59	55	63	67	67	67	37	77	43	63	49	56	81	66	54	78	86	73	83
Pedro Antonio Porro Sauceda	25	173	69	R	B	SB	["SB"]	Tottenham Hotspur	2028	85	78	75	92	86	83	85	83	86	85	84	84	85	86	76	85	78	83	85	76	82	86	85	86	50	83	83
Ivan Provedel	30	192	84	R	B	GK	["GK"]	Lazio	2027	31	87	82	72	62	62	88	70	59	55	71	72	70	70	39	83	43	63	49	56	81	66	54	78	85	76	83
Christian Mate Pulišić	26	178	73	R	B	WF	["WF","SM"]	Milan	2027	86	45	77	81	87	92	87	92	88	88	84	83	80	82	88	84	83	81	85	63	74	88	87	79	50	82	83
David Raya Martín	29	183	75	R	B	GK	["GK"]	Arsenal	2028	31	86	79	72	62	69	88	79	59	55	71	76	74	74	41	89	46	63	49	56	80	66	55	80	86	78	83
Jorge Resurrección Merodio	32	176	77	R	B	DM	["DM","CM"]	Atlético Madrid	2025	83	79	81	88	73	74	85	74	84	76	88	86	87	86	76	85	76	82	86	71	78	87	85	85	50	84	83
Guido Rodríguez	30	185	80	R	B	DM	["DM","CM"]	West Ham United	2026	78	82	83	81	66	66	85	62	80	67	84	83	75	74	63	83	70	71	62	80	80	81	84	84	50	81	83
Alessio Romagnoli	29	185	75	L	B	CBT	["CBT"]	Lazio	2027	56	87	85	76	69	70	88	65	78	71	81	74	68	57	63	68	64	63	62	85	88	81	63	81	50	84	83
Xavier Quentin Shay Simons	21	179	61	R	B	AM	["AM","WF","SM"]	RB Leipzig	2025	84	64	79	86	80	88	87	90	88	85	87	84	82	79	83	81	79	73	85	70	74	88	87	84	50	84	83
Douglas Luiz Soares de Paulo	26	175	66	R	B	CM	["CM","DM"]	Juventus	2029	82	77	78	84	69	74	83	76	85	76	89	85	86	83	80	82	85	86	90	71	78	88	83	83	50	84	83
Dušan Tadić Душан Тадић	36	181	76	L	B	WF	["WF","SM","AM"]	Fenerbahçe	2025	87	52	84	87	74	74	87	75	86	79	88	84	87	84	85	80	84	83	87	74	80	87	87	81	50	84	83
Edmond Fayçal Tapsoba	25	192	84	R	B	CBT	["CBT"]	Bayer 04 Leverkusen	2028	57	87	85	76	79	77	88	74	77	75	84	80	72	63	68	78	64	63	62	86	85	80	63	79	50	83	83
Nuno Alexandre Tavares Mendes	22	180	70	L	B	SB	["SB"]	Paris Saint Germain	2026	83	78	82	85	94	92	85	88	85	89	83	82	82	83	63	83	71	69	77	78	88	85	85	82	50	80	83
Marcus Lilian Thuram-Ulien	27	192	80	R	B	CF	["CF"]	Inter	2028	87	52	90	86	90	86	88	84	86	88	84	85	80	84	87	86	82	68	78	86	96	85	88	83	50	84	83
Oluwafikayomi Oluwadamilola Tomori	26	185	79	R	B	CBT	["CBT"]	Milan	2027	60	87	84	78	88	83	87	80	74	77	81	72	69	61	63	68	63	63	62	86	92	77	66	84	50	87	83
Lucas Sebastián Torreira di Pascua	28	166	60	R	B	DM	["DM","CM"]	Galatasaray	2028	80	83	84	93	77	83	87	86	84	79	86	84	80	79	73	83	76	78	74	69	79	85	87	91	50	83	83
Kieran John Trippier	34	173	71	R	B	SB	["SB"]	Newcastle United	2026	83	80	76	86	69	75	85	73	83	74	85	84	89	88	66	84	74	89	89	83	82	85	85	83	50	83	83
Leandro Trossard	29	171	67	R	B	WF	["WF","SM","CF"]	Arsenal	2027	85	40	76	81	80	89	84	91	87	83	85	85	83	84	86	85	84	76	85	73	79	87	84	71	50	78	83
Viktor Tsygankov Циганков Віктор Віталійович	27	178	73	L	B	SM	["SM","CM","AM"]	Girona	2027	85	58	71	82	87	87	84	86	86	86	85	83	84	83	85	81	81	81	84	63	69	86	84	77	50	81	83
Mattia Zaccagni	29	177	63	R	B	WF	["WF","SM","AM"]	Lazio	2029	84	60	79	81	87	91	86	93	89	88	83	81	81	80	83	81	82	74	74	74	82	89	86	76	50	79	83
Duván Esteban Zapata Banguero	33	188	88	R	B	CF	["CF"]	Torino	2026	86	45	96	83	75	79	83	75	84	79	80	84	64	72	88	90	80	71	62	89	96	85	83	83	50	83	83
Francisco Román Alarcón Suárez	32	176	79	R	B	AM	["AM","SM","CM"]	Real Betis	2027	83	63	76	75	70	73	83	77	87	78	87	81	83	79	80	76	79	81	87	66	68	88	83	71	50	79	82
Joelinton Cassio Apolinário de Lira	28	186	81	R	B	CM	["CM","WF","SM"]	Newcastle United	2028	85	80	91	90	84	74	88	74	87	85	86	86	80	81	80	86	73	63	64	85	91	88	88	90	50	87	82
Eduardo Gabriel Aquino Cossa	27	173	72	R	B	AM	["AM","SM","WF"]	Porto	2027	85	68	74	90	89	88	85	90	88	88	83	77	79	76	83	73	79	65	72	63	68	88	85	78	50	78	82
Pierre-Emerick Emiliano François Aubameyang	35	187	80	R	B	CF	["CF"]	Al Qadsiah	2026	89	34	74	72	89	83	86	79	84	85	80	81	76	80	88	85	83	81	83	81	85	85	86	65	50	77	82
Leon Patrick Bailey Butler	27	178	77	L	B	WF	["WF","SM","CF"]	Aston Villa	2027	85	48	78	76	89	94	84	93	89	89	83	82	78	81	83	82	81	83	82	68	79	88	84	71	50	79	82
Oliver Baumann	34	187	82	R	B	GK	["GK"]	TSG Hoffenheim	2026	31	84	81	72	62	62	86	68	59	55	63	68	67	69	35	81	43	63	49	56	79	66	54	75	84	69	82
Victor Okoh Boniface	23	190	91	R	B	CF	["CF"]	Bayer 04 Leverkusen	2028	85	44	91	75	79	74	83	74	86	82	81	85	66	74	85	92	83	68	74	83	90	85	83	79	50	83	82
Sven Adriaan Botman	24	193	81	L	B	CBT	["CBT"]	Newcastle United	2027	63	87	91	77	74	66	85	62	76	71	83	76	70	61	63	70	64	63	62	85	85	80	68	82	50	84	82
Jarrod Bowen	27	175	70	L	B	WF	["WF","SM","CF"]	West Ham United	2030	86	52	77	86	79	82	86	82	85	82	83	82	79	82	87	83	81	77	79	85	87	85	86	79	50	80	82
Marcelo Brozović	32	181	72	R	B	DM	["DM","CM"]	Al Nassr	2026	76	79	81	93	70	73	85	77	84	76	85	84	82	80	76	83	80	80	82	77	79	85	81	90	50	81	82
Moisés Isaac Caicedo Corozo	23	178	73	R	B	DM	["DM"]	Chelsea	2031	76	87	81	88	77	80	88	81	84	79	88	82	77	70	68	76	75	66	70	70	80	85	85	88	50	87	82
Emre Can	30	186	86	R	B	DM	["DM","CBT"]	Borussia Dortmund	2026	79	80	88	84	88	72	84	71	81	83	83	85	76	78	80	87	79	73	80	85	90	82	83	88	50	82	82
Marco Carnesecchi	24	191	83	R	B	GK	["GK"]	Atalanta	2026	31	87	81	72	62	62	88	70	59	55	63	66	65	66	33	75	43	63	49	56	79	66	49	66	85	68	82
Koen Casteels	32	197	86	L	B	GK	["GK"]	Al Qadsiah	2027	31	86	86	72	62	62	88	71	59	55	63	67	66	67	38	78	43	63	49	56	81	66	55	69	84	68	82
Lucas Tolentino Coelho de Lima	27	180	72	L	B	SM	["SM","AM","CM"]	West Ham United	2027	84	70	80	85	77	75	84	77	89	83	85	82	81	79	83	80	82	80	80	76	82	88	84	84	50	84	82
Ángel Martín Correa Martínez	29	171	68	R	B	CF	["CF","SM","WF"]	Atlético Madrid	2026	87	52	82	85	87	88	87	90	88	88	84	84	79	82	86	85	86	74	85	78	85	88	87	85	50	86	82
Marc Cucurella Saseta	26	173	67	L	B	SB	["SB"]	Chelsea	2028	82	79	80	90	79	82	85	83	84	81	86	80	84	79	66	74	71	72	82	76	81	85	85	87	50	83	82
Danilo Luiz da Silva	33	184	78	R	B	CBT	["CBT","SB"]	Juventus	2025	79	83	83	76	80	72	87	70	81	79	83	83	81	82	69	85	76	79	77	83	86	83	84	80	50	77	82
Otávio Edmilson da Silva Monteiro	29	171	67	R	B	AM	["AM","CM","DM"]	Al Nassr	2026	85	73	78	88	79	84	87	85	88	84	86	81	84	79	78	77	78	78	83	73	79	88	87	89	50	87	82
José Diogo Dalot Teixeira	25	183	76	R	B	SB	["SB"]	Manchester United	2028	83	77	80	86	88	86	84	84	85	86	83	83	82	83	66	85	72	64	84	82	90	85	84	86	50	84	82
Sergi Darder Moll	30	180	71	R	B	CM	["CM","AM","DM"]	Mallorca	2028	84	76	79	87	82	81	84	84	86	84	88	86	84	82	83	85	81	78	85	70	81	85	84	84	50	84	82
Alphonso Boyle Davies	24	185	77	L	B	SB	["SB","SM","WB"]	FC Bayern München	2025	84	72	82	84	96	96	87	92	87	91	85	81	82	82	73	78	73	63	76	76	94	87	87	81	50	81	82
Giovanni Di Lorenzo	31	183	82	R	B	SB	["SB","SM","CBT","WB"]	Napoli	2028	80	79	81	89	86	85	84	82	82	83	81	78	80	78	75	76	74	74	72	78	87	82	83	86	50	79	82
Brahim Abdelkader Díaz ابراهيم عبد القادر دياز	25	170	68	R	B	AM	["AM","WF","SM"]	Real Madrid	2027	83	43	79	76	87	87	83	89	87	87	86	81	81	78	81	77	79	71	78	63	66	88	83	67	50	77	82
Denzel Justus Morris Dumfries	28	188	80	R	B	SB	["SB","SM","WB"]	Inter	2028	83	76	89	90	89	80	85	77	81	83	83	78	81	78	77	74	68	63	76	88	95	83	85	88	50	81	82
Edin Džeko	38	193	80	R	B	CF	["CF"]	Fenerbahçe	2025	87	52	86	76	66	66	86	67	83	73	83	85	77	79	87	87	82	66	70	88	80	85	86	74	50	81	82
Enzo Jeremías Fernández	23	178	78	R	B	CM	["CM","DM"]	Chelsea	2032	82	75	79	85	73	73	84	76	85	77	89	87	84	79	75	85	81	81	85	71	77	87	84	85	50	85	82
José Ignacio Fernández Iglesias	34	180	76	R	B	CBT	["CBT","SB"]	Al Qadsiah	2026	70	82	82	83	80	74	85	72	78	75	85	75	76	68	63	68	66	63	62	83	86	83	85	84	50	72	82
Gabriel Fernando de Jesus	27	175	73	R	B	CF	["CF"]	Arsenal	2027	86	47	84	85	84	88	85	90	89	87	84	84	77	81	84	85	82	66	79	82	90	88	85	85	50	85	82
Jorge Luiz Frello Filho	32	178	68	R	B	DM	["DM","CM"]	Arsenal	2025	79	74	74	83	66	66	85	69	86	70	90	82	85	77	73	75	76	81	79	67	68	88	85	83	50	81	82
Pau Francisco Torres	27	191	80	L	B	CBT	["CBT"]	Aston Villa	2028	71	86	81	83	77	71	86	70	78	73	87	76	81	67	63	68	66	66	78	88	87	84	76	83	50	85	82
Niclas Füllkrug	31	188	83	R	B	CF	["CF"]	West Ham United	2028	87	49	88	76	68	68	86	69	82	73	83	86	71	80	87	90	82	76	76	90	90	83	86	81	50	85	82
José Luis Gayà Peña	29	172	66	L	B	SB	["SB"]	Valencia	2027	82	79	77	88	85	82	85	83	83	82	83	75	82	75	71	68	71	63	83	68	77	84	85	85	50	81	82
Paulo Dino Gazzaniga Farias	32	196	90	R	B	GK	["GK"]	Girona	2027	31	85	82	72	62	63	85	77	59	58	63	70	70	72	36	85	43	63	49	56	80	66	55	77	85	76	82
Matthias Lukas Ginter	30	189	87	R	B	CBT	["CBT"]	SC Freiburg	2027	68	89	86	72	66	66	88	63	76	64	83	82	78	77	66	82	65	63	62	86	85	81	74	75	50	81	82
Serge David Gnabry	29	176	77	R	B	WF	["WF","SM","CF"]	FC Bayern München	2026	86	51	82	74	80	86	85	87	87	84	86	87	81	84	87	88	84	71	78	63	73	85	85	71	50	80	82
Anthony Michael Gordon	23	183	72	R	B	WF	["WF","SM"]	Newcastle United	2027	85	56	71	89	93	90	86	86	85	89	82	81	79	82	83	81	80	81	83	69	79	85	86	84	50	82	82
Raphaël Adelino José Guerreiro	30	170	71	L	B	SB	["SB","CM"]	FC Bayern München	2026	85	79	79	83	66	81	90	86	90	74	90	86	85	85	83	82	86	85	87	63	66	90	90	71	50	78	82
Péter Gulácsi	34	191	86	R	B	GK	["GK"]	RB Leipzig	2026	31	87	86	72	62	62	88	69	59	55	63	67	66	68	34	79	43	63	49	56	82	66	54	72	86	69	82
Fábio Henrique Tavares	31	188	78	R	B	DM	["DM","CM"]	Al Ittihad	2026	79	80	83	88	69	66	85	66	84	75	87	85	83	81	72	84	72	65	75	78	79	85	83	87	50	81	82
Yangel Clemente Herrera Ravelo	26	184	78	R	B	DM	["DM","CM"]	Girona	2027	84	80	84	84	68	71	84	72	84	76	85	85	79	78	82	85	77	67	70	83	86	85	84	84	50	84	82
Jonas Hofmann	32	176	72	R	B	AM	["AM","CF","SS"]	Bayer 04 Leverkusen	2027	86	68	76	89	76	78	87	80	85	79	85	81	83	79	84	78	84	81	80	63	71	86	87	83	50	84	82
Ciro Immobile	34	185	85	R	B	CF	["CF"]	Beşiktaş	2026	87	42	81	76	85	83	85	80	83	83	83	84	67	74	86	87	82	68	74	84	88	83	85	78	50	82	82
Reece James	24	179	91	R	B	SB	["SB"]	Chelsea	2028	83	82	90	75	82	79	85	78	87	84	86	86	87	88	75	87	77	81	85	80	90	87	85	81	50	85	82
Boubacar Bernard Kamara	25	184	68	R	B	DM	["DM","CM"]	Aston Villa	2027	70	83	83	85	73	69	88	70	82	75	87	79	77	71	63	72	70	63	65	78	82	84	81	84	50	76	82
Franck Yannick Kessié	27	183	74	R	B	DM	["DM","CM"]	Al Ahli Jeddah	2026	82	81	90	93	83	80	85	77	84	82	85	85	77	79	81	86	77	66	67	76	87	85	83	89	50	82	82
Randal Kolo Muani	25	187	73	R	B	CF	["CF"]	Paris Saint Germain	2028	85	41	78	79	91	91	84	89	85	88	82	83	72	77	85	85	81	71	74	84	91	85	84	69	50	77	82
Filip Kostić Филип Костић	32	184	84	L	B	SM	["SM","SB","WB"]	Fenerbahçe	2025	83	72	81	88	87	86	84	83	85	86	84	85	86	88	78	88	81	84	87	69	83	85	84	85	50	82	82
Mohammed Kudus	24	177	70	L	B	WF	["WF","SM","AM"]	West Ham United	2028	83	65	86	83	90	93	83	90	89	90	82	82	78	79	82	84	81	63	72	66	78	87	83	79	50	80	82
Dejan Kulusevski Дејан Кулушевски	24	186	80	L	B	WF	["WF","SM","AM"]	Tottenham Hotspur	2028	85	65	85	91	78	79	85	79	88	83	88	83	83	82	81	79	84	76	87	64	79	87	85	85	50	84	82
Alexandre Lacazette	33	175	73	R	B	CF	["CF"]	Olympique Lyonnais	2025	86	48	84	76	76	73	86	78	86	80	84	85	78	81	88	87	83	80	78	81	85	87	86	78	50	83	82
Jeremías Conan Ledesma	31	183	84	R	B	GK	["GK"]	River Plate	2028	31	84	83	72	62	62	85	68	59	55	63	67	66	68	39	79	43	63	49	56	81	66	54	72	84	69	82
Bernd Leno	32	189	83	R	B	GK	["GK"]	Fulham	2027	31	86	83	72	62	62	87	72	59	56	63	68	67	68	34	79	43	63	49	56	82	66	50	76	85	72	82
Stanislav Lobotka	30	170	68	R	B	CM	["CM","DM"]	Napoli	2027	82	78	80	90	73	79	84	79	85	78	87	80	84	76	76	74	75	66	79	63	72	87	84	86	50	83	82
Ademola Olajade Alade Aylola Lookman	27	174	71	R	B	CF	["CF"]	Atalanta	2026	89	36	78	76	84	90	88	91	89	86	83	83	72	77	88	84	84	65	74	75	82	88	88	74	50	81	82
Romelu Menama Lukaku Bolingoli	31	191	94	L	B	CF	["CF"]	Napoli	2027	86	42	96	73	88	75	84	70	82	83	81	83	76	81	86	87	79	70	78	85	94	83	84	74	50	82	82
Gianluca Mancini	28	190	77	R	B	CBT	["CBT"]	Roma	2027	57	88	86	84	79	70	87	64	75	72	75	69	68	53	63	68	67	63	62	87	89	81	63	87	50	87	82
John McGinn	30	178	68	L	B	SM	["SM","DM"]	Aston Villa	2027	83	80	86	93	69	76	85	78	86	77	86	86	84	83	82	86	81	71	79	68	80	86	85	90	50	85	82
Aleksandar Mitrović Александар Митровић	30	189	90	R	B	CF	["CF"]	Al Hilal	2026	89	35	92	85	71	68	86	65	81	73	78	82	63	71	89	88	81	64	62	93	92	84	86	88	50	87	82
Nahuel Molina Lucero	26	175	70	R	B	SB	["SB"]	Atlético Madrid	2027	82	79	73	88	87	86	84	85	83	84	84	79	80	79	75	74	74	63	73	73	79	84	82	84	50	81	82
Sávio Moreira de Oliveira	20	176	71	L	B	WF	["WF","SM"]	Manchester City	2029	83	37	73	79	89	91	83	91	88	89	85	79	81	79	81	74	76	66	83	63	68	87	83	69	50	77	82
Thomas Müller	35	185	76	R	B	AM	["AM","CF","SS"]	FC Bayern München	2025	92	56	72	82	66	66	92	69	84	74	87	84	85	84	87	81	84	69	84	83	77	85	92	77	50	84	82
Darwin Gabriel Núñez Ribeiro	25	187	81	R	B	CF	["CF"]	Liverpool	2028	87	52	87	90	93	90	85	84	83	88	80	84	76	82	83	90	81	71	79	84	95	83	85	88	50	86	82
Michael Akpovie Olise	22	184	73	L	B	WF	["WF","SM","AM"]	FC Bayern München	2029	83	59	76	79	79	85	83	88	87	84	86	83	84	82	85	80	79	83	84	63	66	86	83	77	50	82	82
Mikel Oyarzabal Ugarte	27	181	79	L	B	CF	["CF","WF","SM"]	Real Sociedad	2028	87	53	73	83	79	81	85	81	87	82	87	86	82	85	86	86	85	83	81	81	80	87	85	74	50	79	82
Thomas Teye Partey	31	185	77	R	B	DM	["DM","CM","SB"]	Arsenal	2025	79	80	86	81	73	66	85	67	84	78	87	87	83	82	74	87	75	75	74	76	79	85	83	84	50	83	82
Tijjani Martinus Jan Reijnders Lekatompessy	26	185	73	R	B	CM	["CM","DM","AM"]	Milan	2028	84	74	78	93	80	85	84	85	87	83	88	87	82	82	78	87	80	77	80	71	79	87	84	87	50	83	82
Fabián Ruiz Peña	28	189	70	L	B	CM	["CM","DM"]	Paris Saint Germain	2027	82	74	72	86	66	66	85	68	85	71	87	84	81	78	80	80	80	70	79	75	74	86	85	81	50	81	82
Brice Lauriche Samba	30	187	90	L	B	GK	["GK"]	Lens	2028	31	84	85	72	66	62	87	68	59	60	63	69	67	70	34	83	43	63	49	56	80	66	54	79	85	73	82
Oihan Sancet Tirapu	24	188	77	R	B	AM	["AM","CM","CF","SS"]	Athletic Club	2032	86	69	83	88	78	76	87	82	87	82	86	85	83	82	85	85	80	65	84	84	88	86	87	86	50	86	82
Jadon Malik Sancho	24	180	76	R	B	WF	["WF","SM"]	Chelsea	2025	84	45	79	81	79	85	85	88	90	86	87	78	77	74	81	70	79	73	85	63	67	89	85	70	50	78	82
Fabian Lukas Schär	32	188	84	R	B	CBT	["CBT"]	Newcastle United	2025	72	87	83	82	66	66	88	63	81	68	85	84	81	76	71	83	76	77	71	85	83	82	77	82	50	84	82
Patrik Schick	28	191	87	L	B	CF	["CF"]	Bayer 04 Leverkusen	2027	87	47	85	76	78	78	86	81	84	81	83	83	73	77	85	85	83	67	81	87	92	84	86	74	50	80	82
Luke Paul Hoare Shaw	29	181	75	L	B	SB	["SB","CBT"]	Manchester United	2027	83	80	80	79	80	76	86	74	84	81	87	85	85	85	63	83	72	75	86	81	86	85	84	83	50	85	82
Malcom Filipe Silva de Oliveira	27	172	74	L	B	AM	["AM","SM","WF"]	Al Hilal	2027	85	55	83	90	87	89	84	88	87	87	85	85	82	83	83	85	83	83	85	75	83	87	84	77	50	78	82
Christopher Lloyd Smalling	35	194	81	R	B	CBT	["CBT"]	Al Fayha	2026	65	88	86	74	71	66	86	62	71	68	73	68	68	60	66	68	62	63	62	88	83	73	71	80	50	87	82
Alexander Sørloth	28	195	90	L	B	CF	["CF"]	Atlético Madrid	2028	86	42	91	87	85	78	85	71	83	82	81	82	72	78	88	85	80	70	78	85	93	85	85	83	50	82	82
Anderson Souza Conceição	30	191	75	L	B	WF	["WF","SM","AM","CF","SS"]	Al Nassr	2026	86	54	79	80	79	85	85	87	87	82	82	85	82	84	88	89	85	90	89	83	84	88	85	79	50	83	82
Luis Alberto Suárez Díaz	37	182	86	R	B	CF	["CF"]	Inter Miami	2024	89	44	84	72	69	69	88	70	83	75	83	84	80	83	88	87	85	85	87	86	82	84	88	79	50	87	82
Niklas Süle	29	195	99	R	B	CBT	["CBT","SB"]	Borussia Dortmund	2026	70	82	94	72	81	66	88	62	75	75	84	82	73	68	63	81	69	63	62	81	82	77	85	77	50	75	82
Kevin Christian Trapp	34	189	84	R	B	GK	["GK"]	Eintracht Frankfurt	2026	31	84	84	72	62	62	87	69	59	55	63	68	67	68	36	79	43	63	49	56	81	66	55	79	85	73	82
